name,category,level,damage,autoAttack,delay,isUnique,isTradeable,Strength,Vitality,CriticalHit,Determination,Tenacity,SkillSpeed,DirectHitRate,Dexterity,Intelligence,SpellSpeed,Mind,Piety
Neo-Ishgardian Foil,Red Mage's Arm,480,149.0,127.28,3.44,0,1,0.0,489.0,425.0,0.0,0.0,0.0,297.0,0.0,502.0,0.0,0.0,0.0
Edengrace Rapier,Red Mage's Arm,475,164.0,139.89,3.44,1,0,0.0,526.0,327.0,0.0,0.0,0.0,467.0,0.0,544.0,0.0,0.0,0.0
Ultimate Vorpal Sword,Red Mage's Arm,475,164.0,139.89,3.44,1,0,0.0,526.0,327.0,0.0,0.0,0.0,467.0,0.0,544.0,0.0,0.0,0.0
Augmented Deepshadow Tuck,Red Mage's Arm,470,163.0,138.74,3.44,1,0,0.0,510.0,323.0,462.0,0.0,0.0,0.0,0.0,530.0,0.0,0.0,0.0
Agonia,Red Mage's Arm,465,162.0,137.6,3.44,1,0,0.0,493.0,455.0,0.0,0.0,0.0,319.0,0.0,516.0,0.0,0.0,0.0
Deepshadow Tuck,Red Mage's Arm,460,161.0,136.45,3.44,1,0,0.0,476.0,314.0,448.0,0.0,0.0,0.0,0.0,502.0,0.0,0.0,0.0
Augmented Merveilleuse,Red Mage's Arm,460,145.0,122.69,3.44,0,0,0.0,429.0,0.0,282.0,0.0,0.0,403.0,0.0,452.0,0.0,0.0,0.0
The King's Rapier,Red Mage's Arm,450,158.0,134.16,3.44,1,0,0.0,445.0,434.0,0.0,0.0,0.0,304.0,0.0,476.0,0.0,0.0,0.0
Merveilleuse,Red Mage's Arm,450,142.0,120.4,3.44,0,1,0.0,400.0,0.0,273.0,0.0,0.0,391.0,0.0,428.0,0.0,0.0,0.0
Ronkan Hanger,Red Mage's Arm,440,155.0,131.86,3.44,1,0,0.0,416.0,420.0,0.0,0.0,0.0,294.0,0.0,451.0,0.0,0.0,0.0
Weathered Aeneas,Red Mage's Arm,430,154.0,130.72,3.44,1,0,0.0,413.0,413.0,289.0,0.0,0.0,0.0,0.0,437.0,0.0,0.0,0.0
Augmented Agonia,Red Mage's Arm,430,139.0,118.1,3.44,0,1,0.0,372.0,372.0,0.0,0.0,0.0,260.0,0.0,393.0,0.0,0.0,0.0
Foil of the Forgiven,Red Mage's Arm,418,152.0,128.42,3.44,1,0,0.0,411.0,280.0,0.0,0.0,0.0,0.0,0.0,421.0,399.0,0.0,0.0
Dwarven Mythril Rapier,Red Mage's Arm,415,136.0,114.66,3.44,0,1,0.0,370.0,350.0,0.0,0.0,0.0,245.0,0.0,375.0,0.0,0.0,0.0
Nabaath Tuck,Red Mage's Arm,412,150.0,127.28,3.44,1,0,0.0,411.0,266.0,379.0,0.0,0.0,0.0,0.0,413.0,0.0,0.0,0.0
Titanbronze Rapier,Red Mage's Arm,409,134.0,113.52,3.44,0,1,0.0,369.0,0.0,0.0,0.0,0.0,333.0,0.0,368.0,233.0,0.0,0.0
Ravel Keeper's Tuck,Red Mage's Arm,406,148.0,126.13,3.44,1,0,0.0,410.0,0.0,252.0,0.0,0.0,360.0,0.0,405.0,0.0,0.0,0.0
Bluespirit Rapier,Red Mage's Arm,403,131.0,111.22,3.44,0,1,0.0,367.0,0.0,318.0,0.0,0.0,0.0,0.0,362.0,223.0,0.0,0.0
Fae Rapier,Red Mage's Arm,400,146.0,123.84,3.44,1,0,0.0,406.0,350.0,245.0,0.0,0.0,0.0,0.0,399.0,0.0,0.0,0.0
Stonegold Rapier,Red Mage's Arm,395,131.0,110.08,3.44,0,1,0.0,355.0,0.0,309.0,0.0,0.0,216.0,0.0,351.0,0.0,0.0,0.0
Lakeland Smallsword,Red Mage's Arm,390,144.0,122.69,3.44,1,0,0.0,384.0,0.0,236.0,0.0,0.0,0.0,0.0,381.0,337.0,0.0,0.0
Brunello Physeos,Red Mage's Arm,405,147.0,124.98,3.44,1,0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,0.0
Brunello Eureka,Red Mage's Arm,405,147.0,124.98,3.44,1,0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,0.0
Omega Smallsword,Red Mage's Arm,405,147.0,124.98,3.44,1,0,0.0,410.0,356.0,249.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,0.0
Brunello,Red Mage's Arm,400,146.0,123.84,3.44,1,0,0.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,399.0,0.0,0.0,0.0
Augmented Scaevan Magitek Hanger,Red Mage's Arm,400,146.0,123.84,3.44,1,0,0.0,406.0,350.0,0.0,0.0,0.0,245.0,0.0,399.0,0.0,0.0,0.0
Hydatos Tuck +1,Red Mage's Arm,395,145.0,122.69,3.44,1,0,0.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0
Seiryu's Rapier,Red Mage's Arm,395,145.0,122.69,3.44,1,0,0.0,395.0,240.0,343.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0
Hydatos Tuck,Red Mage's Arm,390,144.0,122.69,3.44,1,0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,0.0,0.0,0.0
Scaevan Magitek Hanger,Red Mage's Arm,390,144.0,122.69,3.44,1,0,0.0,384.0,337.0,0.0,0.0,0.0,236.0,0.0,381.0,0.0,0.0,0.0
Yama Rapier,Red Mage's Arm,390,130.0,110.08,3.44,0,0,0.0,345.0,0.0,0.0,0.0,0.0,303.0,0.0,343.0,212.0,0.0,0.0
Pyros Tuck,Red Mage's Arm,385,143.0,121.54,3.44,1,0,0.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,0.0,0.0,0.0
Suzaku's Rapier,Red Mage's Arm,385,143.0,121.54,3.44,1,0,0.0,373.0,330.0,0.0,0.0,0.0,0.0,0.0,372.0,231.0,0.0,0.0
Stonegold Degen,Red Mage's Arm,385,129.0,108.93,3.44,0,1,0.0,335.0,208.0,0.0,0.0,0.0,297.0,0.0,335.0,0.0,0.0,0.0
Elemental Tuck +2,Red Mage's Arm,380,142.0,120.4,3.44,1,0,0.0,362.0,0.0,227.0,0.0,0.0,324.0,0.0,363.0,0.0,0.0,0.0
Rakshasa Rapier,Red Mage's Arm,380,128.0,108.93,3.44,0,1,0.0,326.0,0.0,0.0,0.0,0.0,292.0,0.0,327.0,204.0,0.0,0.0
Elemental Tuck +1,Red Mage's Arm,375,141.0,120.4,3.44,1,0,0.0,352.0,0.0,223.0,0.0,0.0,318.0,0.0,355.0,0.0,0.0,0.0
Diamond Tuck,Red Mage's Arm,375,141.0,120.4,3.44,1,0,0.0,352.0,223.0,318.0,0.0,0.0,0.0,0.0,355.0,0.0,0.0,0.0
Needle Ultima,Red Mage's Arm,375,141.0,120.4,3.44,1,0,0.0,352.0,223.0,318.0,0.0,0.0,0.0,0.0,355.0,0.0,0.0,0.0
Elemental Tuck,Red Mage's Arm,370,140.0,119.25,3.44,1,0,0.0,342.0,0.0,218.0,0.0,0.0,311.0,0.0,347.0,0.0,0.0,0.0
Shishio Kai,Red Mage's Arm,370,140.0,119.25,3.44,1,0,0.0,342.0,0.0,0.0,0.0,0.0,218.0,0.0,347.0,311.0,0.0,0.0
Murgleis Pagos +1,Red Mage's Arm,365,139.0,118.1,3.44,1,0,0.0,332.0,0.0,213.0,0.0,0.0,305.0,0.0,339.0,0.0,0.0,0.0
Tsukuyomi's Rapier,Red Mage's Arm,365,139.0,118.1,3.44,1,0,0.0,332.0,305.0,213.0,0.0,0.0,0.0,0.0,339.0,0.0,0.0,0.0
Empyrean Rapier,Red Mage's Arm,365,139.0,118.1,3.44,1,0,0.0,332.0,305.0,0.0,0.0,0.0,0.0,0.0,339.0,213.0,0.0,0.0
Murgleis Pagos,Red Mage's Arm,360,138.0,116.96,3.44,1,0,0.0,322.0,0.0,209.0,0.0,0.0,298.0,0.0,330.0,0.0,0.0,0.0
Shishio,Red Mage's Arm,360,138.0,116.96,3.44,1,0,0.0,322.0,0.0,0.0,0.0,0.0,209.0,0.0,330.0,298.0,0.0,0.0
Augmented Silvergrace Rapier,Red Mage's Arm,360,124.0,105.49,3.44,0,0,0.0,290.0,269.0,0.0,0.0,0.0,188.0,0.0,297.0,0.0,0.0,0.0
Murgleis Anemos,Red Mage's Arm,355,137.0,115.81,3.44,1,0,0.0,313.0,0.0,204.0,0.0,0.0,292.0,0.0,323.0,0.0,0.0,0.0
Byakko's Estoc,Red Mage's Arm,355,137.0,115.81,3.44,1,0,0.0,313.0,0.0,292.0,0.0,0.0,0.0,0.0,323.0,204.0,0.0,0.0
Silvergrace Rapier,Red Mage's Arm,350,122.0,104.34,3.44,0,1,0.0,274.0,257.0,0.0,0.0,0.0,180.0,0.0,284.0,0.0,0.0,0.0
Murgleis +2,Red Mage's Arm,345,135.0,114.66,3.44,1,0,0.0,295.0,0.0,196.0,0.0,0.0,280.0,0.0,308.0,0.0,0.0,0.0
Genji Rapier,Red Mage's Arm,345,135.0,114.66,3.44,1,0,0.0,295.0,280.0,196.0,0.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0
Ultimate Dreadwyrm Rapier,Red Mage's Arm,345,135.0,114.66,3.44,1,0,0.0,295.0,280.0,196.0,0.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0
Murgleis +1,Red Mage's Arm,340,134.0,113.52,3.44,1,0,0.0,287.0,0.0,191.0,0.0,0.0,273.0,0.0,301.0,0.0,0.0,0.0
Augmented Lost Allagan Foil,Red Mage's Arm,340,134.0,113.52,3.44,1,0,0.0,287.0,273.0,0.0,0.0,0.0,191.0,0.0,301.0,0.0,0.0,0.0
Murgleis,Red Mage's Arm,335,133.0,112.37,3.44,1,0,0.0,278.0,0.0,189.0,0.0,0.0,270.0,0.0,293.0,0.0,0.0,0.0
Shinryu's Rapier,Red Mage's Arm,335,133.0,112.37,3.44,1,0,0.0,278.0,0.0,270.0,0.0,0.0,0.0,0.0,293.0,189.0,0.0,0.0
Lost Allagan Foil,Red Mage's Arm,330,132.0,112.37,3.44,1,0,0.0,269.0,268.0,0.0,0.0,0.0,188.0,0.0,284.0,0.0,0.0,0.0
Susano's Rapier,Red Mage's Arm,320,131.0,111.22,3.44,1,0,0.0,252.0,0.0,184.0,0.0,0.0,0.0,0.0,268.0,263.0,0.0,0.0
Palladium Rapier,Red Mage's Arm,320,118.0,99.76,3.44,0,1,0.0,227.0,0.0,0.0,0.0,0.0,236.0,0.0,241.0,165.0,0.0,0.0
Ala Mhigan Rapier,Red Mage's Arm,310,130.0,110.08,3.44,1,0,0.0,236.0,0.0,181.0,0.0,0.0,258.0,0.0,253.0,0.0,0.0,0.0
Rapier of the Crimson Lotus,Red Mage's Arm,300,128.0,108.93,3.44,1,0,0.0,219.0,251.0,0.0,0.0,0.0,0.0,0.0,237.0,175.0,0.0,0.0
Antiquated Murgleis,Red Mage's Arm,290,126.0,106.64,3.44,1,0,0.0,202.0,0.0,0.0,0.0,0.0,242.0,0.0,222.0,169.0,0.0,0.0
Shinryu's Ephemeral Rapier,Red Mage's Arm,290,113.0,96.32,3.44,0,1,0.0,182.0,0.0,218.0,0.0,0.0,0.0,0.0,200.0,152.0,0.0,0.0
Tsukuyomi's Moonlit Rapier,Red Mage's Arm,290,113.0,96.32,3.44,0,1,0.0,183.0,218.0,152.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0
Suzaku's Flame-kissed Rapier,Red Mage's Arm,290,113.0,96.32,3.44,0,1,0.0,183.0,218.0,0.0,0.0,0.0,0.0,0.0,200.0,152.0,0.0,0.0
Seiryu's Sanctified Rapier,Red Mage's Arm,290,113.0,96.32,3.44,0,1,0.0,183.0,152.0,218.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0
Byakko's Enspirited Estoc,Red Mage's Arm,290,113.0,96.32,3.44,0,1,0.0,183.0,0.0,218.0,0.0,0.0,0.0,0.0,200.0,152.0,0.0,0.0
Schlaeger,Red Mage's Arm,288,124.0,105.49,3.44,1,0,0.0,199.0,155.0,222.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0,0.0
Palladium Tuck,Red Mage's Arm,285,110.0,92.88,3.44,0,1,0.0,177.0,0.0,0.0,0.0,0.0,128.0,0.0,190.0,183.0,0.0,0.0
Mokusa Shin,Red Mage's Arm,282,120.0,102.05,3.44,1,0,0.0,194.0,130.0,0.0,0.0,0.0,0.0,0.0,206.0,186.0,0.0,0.0
Durium Foil,Red Mage's Arm,279,106.0,89.44,3.44,0,1,0.0,173.0,153.0,107.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0
The Stained Earth,Red Mage's Arm,276,116.0,98.61,3.44,1,0,0.0,192.0,0.0,0.0,0.0,0.0,155.0,0.0,195.0,109.0,0.0,0.0
Durium Smallsword,Red Mage's Arm,273,103.0,87.14,3.44,0,1,0.0,170.0,88.0,121.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0
Ruby Tide Rapier,Red Mage's Arm,270,114.0,96.32,3.44,1,0,0.0,184.0,139.0,0.0,0.0,0.0,0.0,0.0,182.0,97.0,0.0,0.0
Koppranickel Rapier,Red Mage's Arm,265,102.0,86.0,3.44,0,1,0.0,159.0,122.0,0.0,0.0,0.0,85.0,0.0,158.0,0.0,0.0,0.0
Ghost Barque Degen,Red Mage's Arm,260,113.0,95.17,3.44,1,0,0.0,169.0,0.0,88.0,0.0,0.0,133.0,0.0,169.0,0.0,0.0,0.0
Coven Rapier,Red Mage's Arm,280,118.0,99.76,3.44,0,0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0
Alexandrian Metal Rapier,Red Mage's Arm,275,115.0,97.46,3.44,1,0,0.0,192.0,142.0,95.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0
Augmented Shire Rapier,Red Mage's Arm,270,114.0,96.32,3.44,1,0,0.0,184.0,97.0,0.0,0.0,0.0,139.0,0.0,182.0,0.0,0.0,0.0
Zurvanite Rapier,Red Mage's Arm,265,113.0,95.17,3.44,1,0,0.0,176.0,0.0,130.0,0.0,0.0,0.0,0.0,175.0,95.0,0.0,0.0
Shire Rapier,Red Mage's Arm,260,113.0,95.17,3.44,1,0,0.0,169.0,93.0,0.0,0.0,0.0,133.0,0.0,169.0,0.0,0.0,0.0
Sophic Rapier,Red Mage's Arm,255,112.0,94.02,3.44,1,0,0.0,161.0,0.0,124.0,0.0,0.0,0.0,0.0,162.0,91.0,0.0,0.0
Kinna Smallsword,Red Mage's Arm,255,112.0,94.02,3.44,1,0,0.0,161.0,91.0,0.0,0.0,0.0,129.0,0.0,162.0,0.0,0.0,0.0
Koppranickel Foil,Red Mage's Arm,255,101.0,84.85,3.44,0,1,0.0,145.0,116.0,0.0,0.0,0.0,0.0,0.0,146.0,81.0,0.0,0.0
Edenmorn Cane,Two-handed Conjurer's Arm,535,180.0,153.65,3.44,1,0,0.0,752.0,372.0,531.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,0.0
Augmented Cryptlurker's Crook,Two-handed Conjurer's Arm,530,179.0,152.5,3.44,1,0,0.0,747.0,0.0,526.0,0.0,0.0,0.0,0.0,0.0,0.0,723.0,368.0
Diamond Zeta Cane,Two-handed Conjurer's Arm,525,178.0,151.36,3.44,1,0,0.0,724.0,521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0,365.0
Cryptlurker's Crook,Two-handed Conjurer's Arm,520,177.0,150.21,3.44,1,0,0.0,700.0,0.0,515.0,0.0,0.0,0.0,0.0,0.0,0.0,686.0,361.0
Augmented Exarchic Cane,Two-handed Conjurer's Arm,520,159.0,135.3,3.44,0,0,0.0,630.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,617.0,464.0
Augmented Law's Order Cane,Two-handed Conjurer's Arm,515,175.0,149.06,3.44,1,0,0.0,679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,0.0
Emerald Cane,Two-handed Conjurer's Arm,515,175.0,149.06,3.44,1,0,0.0,679.0,357.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,0.0
Law's Order Cane,Two-handed Conjurer's Arm,510,174.0,147.92,3.44,1,0,0.0,657.0,0.0,353.0,0.0,0.0,0.0,0.0,0.0,504.0,651.0,0.0
Exarchic Cane,Two-handed Conjurer's Arm,510,157.0,133.01,3.44,0,1,0.0,591.0,0.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,586.0,454.0
Edenchoir Cane,Two-handed Conjurer's Arm,505,172.0,146.77,3.44,1,0,0.0,637.0,0.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,634.0,498.0
Ingrimm Recollection,Two-handed Conjurer's Arm,500,171.0,145.62,3.44,1,0,0.0,617.0,492.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,617.0,0.0
Augmented Ingrimm,Two-handed Conjurer's Arm,500,171.0,145.62,3.44,1,0,0.0,617.0,492.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,617.0,0.0
Augmented Crystarium Cane,Two-handed Conjurer's Arm,500,171.0,145.62,3.44,1,0,0.0,616.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.0,492.0
Cane of Light,Two-handed Conjurer's Arm,495,170.0,144.48,3.44,1,0,0.0,598.0,0.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0,487.0
Crystarium Cane,Two-handed Conjurer's Arm,490,169.0,143.33,3.44,1,0,0.0,578.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,482.0
Augmented Neo-Ishgardian Cane,Two-handed Conjurer's Arm,490,152.0,128.42,3.44,0,0,0.0,521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,528.0,434.0
Ingrimm,Two-handed Conjurer's Arm,485,167.0,142.18,3.44,1,0,0.0,561.0,477.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0,0.0
Ruby Cane,Two-handed Conjurer's Arm,485,167.0,142.18,3.44,1,0,0.0,561.0,0.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0,477.0
Neo-Ishgardian Cane,Two-handed Conjurer's Arm,480,149.0,127.28,3.44,0,1,0.0,489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,502.0,425.0
Edengrace Cane,Two-handed Conjurer's Arm,475,164.0,139.89,3.44,1,0,0.0,526.0,0.0,467.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0,327.0
Ultimate Majestas,Two-handed Conjurer's Arm,475,164.0,139.89,3.44,1,0,0.0,526.0,0.0,467.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0,327.0
Augmented Deepshadow Signum,Two-handed Conjurer's Arm,470,163.0,138.74,3.44,1,0,0.0,510.0,462.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,0.0
Kelesis,Two-handed Conjurer's Arm,465,162.0,137.6,3.44,1,0,0.0,493.0,0.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,455.0
Deepshadow Signum,Two-handed Conjurer's Arm,460,161.0,136.45,3.44,1,0,0.0,476.0,448.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,502.0,0.0
Augmented Clearpath,Two-handed Conjurer's Arm,460,145.0,122.69,3.44,0,0,0.0,429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,452.0,282.0
The King's Cane,Two-handed Conjurer's Arm,450,158.0,134.16,3.44,1,0,0.0,445.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.0,304.0
Clearpath,Two-handed Conjurer's Arm,450,142.0,120.4,3.44,0,1,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0,428.0,273.0
Ronkan Cane,Two-handed Conjurer's Arm,440,155.0,131.86,3.44,1,0,0.0,416.0,294.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,0.0
Weathered Tishtrya,Two-handed Conjurer's Arm,430,154.0,130.72,3.44,1,0,0.0,413.0,0.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,413.0
Augmented Kelesis,Two-handed Conjurer's Arm,430,139.0,118.1,3.44,0,1,0.0,372.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,372.0
Cane of the Forgiven,Two-handed Conjurer's Arm,418,152.0,128.42,3.44,1,0,0.0,411.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,399.0,421.0,0.0
Dwarven Lignum Cane,Two-handed Conjurer's Arm,415,136.0,114.66,3.44,0,1,0.0,370.0,350.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,0.0
Nabaath Cane,Two-handed Conjurer's Arm,412,150.0,127.28,3.44,1,0,0.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,413.0,266.0
Sandteak Cane,Two-handed Conjurer's Arm,409,134.0,113.52,3.44,0,1,0.0,369.0,233.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0,0.0
Ravel Keeper's Cane,Two-handed Conjurer's Arm,406,148.0,126.13,3.44,1,0,0.0,410.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,360.0
Bluespirit Cane,Two-handed Conjurer's Arm,403,131.0,111.22,3.44,0,1,0.0,367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,362.0,318.0
Fae Cane,Two-handed Conjurer's Arm,400,146.0,123.84,3.44,1,0,0.0,406.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,245.0,399.0,0.0
Applewood Cane,Two-handed Conjurer's Arm,395,131.0,110.08,3.44,0,1,0.0,355.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,216.0
Lakeland Cane,Two-handed Conjurer's Arm,390,144.0,122.69,3.44,1,0,0.0,384.0,0.0,337.0,0.0,0.0,0.0,0.0,0.0,236.0,381.0,0.0
Rose Couverte Physeos,Two-handed Conjurer's Arm,405,147.0,124.98,3.44,1,0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,0.0
Rose Couverte Eureka,Two-handed Conjurer's Arm,405,147.0,124.98,3.44,1,0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,0.0
Omega Cane,Two-handed Conjurer's Arm,405,147.0,124.98,3.44,1,0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,403.0,249.0
Rose Couverte,Two-handed Conjurer's Arm,400,146.0,123.84,3.44,1,0,0.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.0,0.0
Augmented Scaevan Magitek Cane,Two-handed Conjurer's Arm,400,146.0,123.84,3.44,1,0,0.0,406.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,245.0,399.0,0.0
Hydatos Cane +1,Two-handed Conjurer's Arm,395,145.0,122.69,3.44,1,0,0.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0
Seiryu's Cane,Two-handed Conjurer's Arm,395,145.0,122.69,3.44,1,0,0.0,395.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,343.0
Hydatos Cane,Two-handed Conjurer's Arm,390,144.0,122.69,3.44,1,0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,0.0
Scaevan Magitek Cane,Two-handed Conjurer's Arm,390,144.0,122.69,3.44,1,0,0.0,384.0,0.0,337.0,0.0,0.0,0.0,0.0,0.0,236.0,381.0,0.0
Yama Cane,Two-handed Conjurer's Arm,390,130.0,110.08,3.44,0,0,0.0,345.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,343.0,0.0
Pyros Cane,Two-handed Conjurer's Arm,385,143.0,121.54,3.44,1,0,0.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,0.0
Suzaku's Cane,Two-handed Conjurer's Arm,385,143.0,121.54,3.44,1,0,0.0,373.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,231.0
White Oak Cane,Two-handed Conjurer's Arm,385,129.0,108.93,3.44,0,1,0.0,335.0,297.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,0.0
Elemental Cane +2,Two-handed Conjurer's Arm,380,142.0,120.4,3.44,1,0,0.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,363.0,227.0
Rakshasa Cane,Two-handed Conjurer's Arm,380,128.0,101.33,3.2,0,1,0.0,326.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,327.0,0.0
Elemental Cane +1,Two-handed Conjurer's Arm,375,141.0,120.4,3.44,1,0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,355.0,223.0
Diamond Cane,Two-handed Conjurer's Arm,375,141.0,120.4,3.44,1,0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,355.0,223.0
Thyrus Ultima,Two-handed Conjurer's Arm,375,141.0,120.4,3.44,1,0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,355.0,223.0
Elemental Cane,Two-handed Conjurer's Arm,370,140.0,119.25,3.44,1,0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,347.0,218.0
Byakurenge Kai,Two-handed Conjurer's Arm,370,140.0,119.25,3.44,1,0,0.0,342.0,218.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,347.0,0.0
Aymur Pagos +1,Two-handed Conjurer's Arm,365,139.0,118.1,3.44,1,0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,339.0,213.0
Tsukuyomi's Cane,Two-handed Conjurer's Arm,365,139.0,118.1,3.44,1,0,0.0,332.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,305.0
Empyrean Cane,Two-handed Conjurer's Arm,365,139.0,118.1,3.44,1,0,0.0,332.0,0.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,305.0
Aymur Pagos,Two-handed Conjurer's Arm,360,138.0,116.96,3.44,1,0,0.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,330.0,209.0
Byakurenge,Two-handed Conjurer's Arm,360,138.0,116.96,3.44,1,0,0.0,322.0,209.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0
Augmented Black Willow Cane,Two-handed Conjurer's Arm,360,124.0,103.04,3.36,0,0,0.0,290.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,297.0,0.0
Aymur Anemos,Two-handed Conjurer's Arm,355,137.0,115.81,3.44,1,0,0.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,323.0,204.0
Byakko's Cane,Two-handed Conjurer's Arm,355,137.0,115.81,3.44,1,0,0.0,313.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,292.0
Black Willow Cane,Two-handed Conjurer's Arm,350,122.0,101.92,3.36,0,1,0.0,274.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,284.0,0.0
Aymur +2,Two-handed Conjurer's Arm,345,135.0,114.66,3.44,1,0,0.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,308.0,196.0
Genji Cane,Two-handed Conjurer's Arm,345,135.0,114.66,3.44,1,0,0.0,295.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,280.0
Ultimate Dreadwyrm Cane,Two-handed Conjurer's Arm,345,135.0,114.66,3.44,1,0,0.0,295.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,280.0
